playerid,namefirst,namelast
mintogr01,Greg,Minton
mintzst01,Steve,Mintz
minutgi01,Gino,Minutelli
mirabdo01,Doug,Mirabelli
mirabpa01,Paul,Mirabella
miranan01,Angel,Miranda
miranju01,Juan,Miranda
miranwi01,Willy,Miranda
mischpa01,Pat,Misch
missejo01,John,Misse
misurmi01,Mike,Misuraca
mitchbo01,Bobby,Mitchell
mitchbo02,Bobby,Mitchell
mitchbo03,Bobby,Mitchell
mitchbr01,Bryan,Mitchell
mitchch01,Charlie,Mitchell
mitchcl01,Clarence,Mitchell
mitchcr01,Craig,Mitchell
mitchda01,Dale,Mitchell
mitchdj01,D. J.,Mitchell
mitchfr01,Fred,Mitchell
mitchjo01,Johnny,Mitchell
mitchjo02,John,Mitchell
mitchke01,Kevin,Mitchell
mitchke02,Keith,Mitchell
mitchla01,Larry,Mitchell
mitchmi01,Mike,Mitchell
mitchmo01,Monroe,Mitchell
mitchpa01,Paul,Mitchell
mitchro01,Roy,Mitchell
mitchru01,Russ,Mitchell
mitchwi01,Willie,Mitchell
mitrese01,Sergio,Mitre
mittege01,George,Mitterwald
mittera01,Ralph,Mitterling
mizejo01,Johnny,Mize
mizelvi01,Vinegar Bend,Mizell
mizerjo01,John,Mizerock
mizeubi01,Bill,Mizeur
mlickda01,Dave,Mlicki
mmahake01,Kevin,Mmahat
moateda01,Dave,Moates
mockga01,Garrett,Mock
modakmi01,Mike,Modak
moehlbr01,Brian,Moehler
moellch01,Chad,Moeller
moellda01,Danny,Moeller
moellde01,Dennis,Moeller
moelljo01,Joe,Moeller
moellro01,Ron,Moeller
moffejo01,Joe,Moffet
moffesa01,Sam,Moffet
moffira01,Randy,Moffitt
moforhe01,Herb,Moford
mogrige01,George,Mogridge
moharge01,George,Mohart
moharjo01,John,Mohardt
mohleki01,Kid,Mohler
mohlemi01,Mike,Mohler
mohorda01,Dale,Mohorcic
mohrdu01,Dustan,Mohr
moisabi01,Bill,Moisan
mokanjo01,Johnny,Mokan
molefe01,Fenton,Mole
molesca01,Carlton,Molesworth
molinbe01,Bengie,Molina
molinbo01,Bob,Molinaro
molinga01,Gabe,Molina
molingu01,Gustavo,Molina
moliniz01,Izzy,Molina
molinjo01,Jose,Molina
molinya01,Yadier,Molina
molitpa01,Paul,Molitor
mollefr01,Fred,Mollenkamp
mollwfr01,Fritz,Mollwitz
molonri01,Richie,Moloney
molynvi01,Vince,Molyneaux
monacbl01,Blas,Monaco
monahri01,Rinty,Monahan
monahsh01,Shane,Monahan
monasca01,Carlos,Monasterios
monbobi01,Bill,Monbouquette
moncefr01,Freddie,Moncewicz
monchal01,Alex,Monchak
mondari01,Rick,Monday
mondera01,Raul,Mondesi
mondera02,Raul,Mondesi
moneljo01,Johnny,Monell
moneydo01,Don,Money
mongesi01,Sid,Monge
monrocr01,Craig,Monroe
monroed01,Ed,Monroe
monrofr01,Frank,Monroe
monrojo01,John,Monroe
monrola01,Larry,Monroe
monroza01,Zach,Monroe
montaed01,Ed,Montague
montafr01,Frankie,Montas
montajo01,John,Montague
montalu01,Luis,Montanez
montara01,Rafael,Montalvo
montawi01,Willie,Montanez
monteag01,Agustin,Montero
monteau01,Aurelio,Monteagudo
montefe01,Felipe,Montemayor
monteje01,Jesus,Montero
montejo01,John,Montefusco
montema01,Manny,Montejo
montemi01,Miguel,Montero
montera01,Rafael,Montero
montere01,Rene,Monteagudo
monteri01,Rich,Monteleone
montgal01,Al,Montgomery
montgbo01,Bob,Montgomery
montgje01,Jeff,Montgomery
montgmi01,Mike,Montgomery
montgmo01,Monty,Montgomery
montgra01,Ray,Montgomery
montgst01,Steve,Montgomery
montoch01,Charlie,Montoyo
montral01,Al,Montreuil
montzlu01,Luke,Montz
monzara01,Ramon,Monzant
monzoda01,Dan,Monzon
moockjo01,Joe,Moock
moodyer01,Eric,Moody
moolige01,George,Moolic
moonebi01,Bill,Mooneyham
mooneji01,Jim,Mooney
moonle01,Leo,Moon
moonwa01,Wally,Moon
mooread01,Adam,Moore
mooreal01,Al,Moore
moorean01,Anse,Moore
moorear01,Archie,Moore
mooreba01,Barry,Moore
mooreba02,Balor,Moore
moorebi01,Bill,Moore
moorebi02,Bill,Moore
moorebi03,Bill,Moore
moorebo01,Bobby,Moore
moorebo02,Bobby,Moore
moorebr01,Brad,Moore
mooreca01,Carlos,Moore
moorech01,Charley,Moore
moorech02,Charlie,Moore
moorecy01,Cy,Moore
moorede01,Dee,Moore
mooredo01,Donnie,Moore
mooreea01,Earl,Moore
mooreed01,Eddie,Moore
mooreeu01,Euel,Moore
moorefe01,Ferdie,Moore
moorega01,Gary,Moore
moorege01,Frank,Moore
moorege02,Gene,Moore
moorege03,Gene,Moore
mooreha01,Henry,Moore
mooreja01,Jackie,Moore
mooreje01,Jerry,Moore
mooreje02,Jeremy,Moore
mooreji01,Jim,Moore
mooreji02,Jimmy,Moore
moorejo01,Johnny,Moore
moorejo02,Jo-Jo,Moore
mooreju01,Junior,Moore
mooreke01,Kelvin,Moore
mooreke02,Kerwin,Moore
moorema01,Marcus,Moore
moorema02,Matt,Moore
mooremi01,Mike,Moore
mooremo01,Molly,Moore
moorera01,Randy,Moore
moorera02,Ray,Moore
moorero01,Roy,Moore
mooresc01,Scrappy,Moore
mooresc02,Scott,Moore
moorete01,Terry,Moore
mooreto01,Tommy,Moore
mooretr01,Trey,Moore
moorety01,Tyler,Moore
moorewh01,Whitey,Moore
moorewi01,Wilcy,Moore
moorhbo01,Bob,Moorhead
moosebo01,Bob,Moose
mootyja01,Jake,Mooty
moraan01,Andres,Mora
moragda01,David,Moraga
moralfr01,Franklin,Morales
moralje01,Jerry,Morales
moraljo01,Jose,Morales
moraljo02,Jose,Morales
moralke01,Kendrys,Morales
moralri01,Rich,Morales
moralwi01,Willie,Morales
morame01,Melvin,Mora
moranal01,Al,Moran
moranbi01,Bill,Moran
moranbi02,Billy,Moran
moranbi03,Bill,Moran
moranch01,Charles,Moran
moranch02,Charlie,Moran
moranha01,Harry,Moran
moranhe01,Herbie,Moran
moranhi01,Hiker,Moran
moranmi01,Mickey,Morandini
moranpa01,Pat,Moran
moranro01,Roy,Moran
moransa01,Sam,Moran
morbajo01,Jose,Morban
mordemi01,Mike,Mordecai
morefo01,Forrest,More
morehda01,Dave,Morehead
morehra01,Ray,Morehart
morehse01,Seth,Morehead
morejda01,Danny,Morejon
morelbr01,Brent,Morel
morelha01,Harry,Morelock
morelke01,Keith,Moreland
morelmi01,Mitch,Moreland
morelra01,Ramon,Morel
morenan01,Angel,Moreno
morendi01,Diego,Moreno
morened01,Edwin,Moreno
morenjo01,Jose,Moreno
morenju01,Julio,Moreno
morenju02,Juan,Moreno
morenle01,Lew,Moren
morenom01,Omar,Moreno
morenor01,Orber,Moreno
moretro01,Roger,Moret
moreyda01,Dave,Morey
morgaad01,Adam,Morgan
morgabi01,Bill,Morgan
morgabi02,Bill,Morgan
morgabo01,Bobby,Morgan
morgach01,Chet,Morgan
morgacy01,Cy,Morgan
morgacy02,Cy,Morgan
morgaed01,Ed,Morgan
morgaed02,Eddie,Morgan
morgajo01,Joe,Morgan
morgajo02,Joe,Morgan
morgake01,Kevin,Morgan
morgami01,Mike,Morgan
morgany01,Nyjer,Morgan
morgapi01,Pidgey,Morgan
morgara01,Ray,Morgan
morgare01,Red,Morgan
morgato01,Tom,Morgan
morgave01,Vern,Morgan
morhamo01,Moe,Morhardt
moriabi01,Bill,Moriarty
moriaed01,Ed,Moriarty
moriage01,Gene,Moriarty
moriage02,George,Moriarty
moriami01,Mike,Moriarty
morilju01,Juan,Morillo
morinmi01,Mike,Morin
morlajo01,John,Morlan
morlebi01,Bill,Morley
mormaal01,Alvin,Morman
mormaru01,Russ,Morman
morneju01,Justin,Morneau
morogda01,Dan,Morogiello
moronje01,Jeff,Moronko
moronji01,Jim,Moroney
morrebi01,Bill,Morrell
morriak01,Akeel,Morris
morribi01,Bill,Morrisette
morribr01,Bryan,Morris
morribu01,Bugs,Bennett
morrida01,Danny,Morris
morrido01,Doyt,Morris
morrie01,James,Morris
morried01,Ed,Morris
morried02,Ed,Morris
morrifr01,Frank,Morrissey
morrigu01,Guy,Morrison
morriha01,Hank,Morrison
morriha02,Hal,Morris
morrija01,Jack,Morrissey
morrija02,Jack,Morris
morriji01,Jim,Morrison
morriji02,Jim,Morris
morrijo01,John,Morrill
morrijo02,John,Morrissey
morrijo03,Jon,Morrison
morrijo04,Johnny,Morrison
morrijo05,Jo-Jo,Morrissey
morrijo06,John,Morris
morrijo07,John,Morris
morrilo01,Logan,Morrison
morrima01,Matt,Morris
morrimi01,Mike,Morrison
morrip01,Pete,Morris
morriph01,Phil,Morrison
morrito01,Tom,Morrissey
morrito02,Tom,Morrison
morriwa01,Walter,Morris
morriwa02,Warren,Morris
morrobr01,Brandon,Morrow
morsebu01,Bud,Morse
morseha01,Hap,Morse
morsemi01,Mike,Morse
mortecl01,Clayton,Mortensen
mortobu01,Bubba,Morton
mortoca01,Carl,Morton
mortoch01,Charlie,Morton
mortoch02,Charlie,Morton
mortoco01,Colt,Morton
mortogu01,Guy,Morton
mortogu02,Moose,Morton
mortoke01,Kevin,Morton
mortosp01,Sparrow,Morton
morynwa01,Walt,Moryn
moschro01,Ross,Moschitto
moscogu01,Guillermo,Moscoso
moscojo01,Jon,Moscot
mosebll01,Lloyd,Moseby
mosebro01,Robert,Mosebach
moseldu01,Dustin,Moseley
moselea01,Earl,Moseley
moserar01,Arnie,Moser
moserwa01,Walter,Moser
mosesfe99,Felix,Moses
mosesje01,Jerry,Moses
mosesjo01,John,Moses
moseswa01,Wally,Moses
moskapa01,Paul,Moskau
moskido01,Doc,Moskiman
moskoda01,Daniel,Moskos
mosolji01,Jim,Mosolf
mosquju01,Julio,Mosquera
mossbr01,Brandon,Moss
mossch01,Charlie,Moss
mossda01,Damian,Moss
mossho01,Howie,Moss
mossido01,Don,Mossi
mossle01,Les,Moss
mossma01,Mal,Moss
mossoea01,Earl,Mossor
mossra01,Ray,Moss
mostijo01,Johnny,Mostil
motaan01,Andy,Mota
motada01,Danny,Mota
motagu01,Guillermo,Mota
motajo01,Jose,Mota
motama01,Manny,Mota
motleda01,Darryl,Motley
mottbi01,Bitsy,Mott
motteja01,Jason,Motte
mottoch01,Chad,Mottola
mottocu01,Curt,Motton
motzfr01,Frank,Motz
mouldgl01,Glen,Moulder
moultal01,Allie,Moulton
mouncto01,Tony,Mounce
mountbi01,Bill,Mountjoy
mountfr01,Frank,Mountain
moustmi01,Mike,Moustakas
moutoja01,James,Mouton
moutoly01,Lyle,Mouton
mowera01,Ray,Mowe
mowremi01,Mike,Mowrey
mowryjo01,Joe,Mowry
moyast01,Steven,Moya
moyered01,Ed,Moyer
moyerja01,Jamie,Moyer
moylape01,Peter,Moylan
moynami01,Mike,Moynahan
mroziro01,Ron,Mrozinski
mudroph01,Phil,Mudrock
muellbi01,Bill,Mueller
muellbi02,Bill,Mueller
muelldo01,Don,Mueller
muellgo01,Gordie,Mueller
muellhe01,Heinie,Mueller
muellhe02,Heinie,Mueller
muellle01,Les,Mueller
muellra01,Ray,Mueller
muellwa01,Walter,Mueller
muellwi01,Willie,Mueller
muffebi01,Billy,Muffett
muichjo01,Joe,Muich
muirjo01,Joe,Muir
mujiced01,Edward,Mujica
mulcahu01,Hugh,Mulcahy
muldema01,Mark,Mulder
muldomi01,Mike,Muldoon
mulhote01,Terry,Mulholland
mullato01,Tony,Mullane
mulle01,Martin,Mullen
mullebi01,Billy,Mullen
mullech01,Charlie,Mullen
mullefr01,Freddie,Muller
mullegr01,Greg,Mulleavy
mullejo01,John,Mullen
mullemo01,Moon,Mullen
mullesc01,Scott,Mullen
mullidi01,Dick,Mulligan
mullied01,Eddie,Mulligan
mullifr01,Fran,Mullins
mullige01,George,Mullin
mulligr01,Greg,Mullins
mullihe01,Henry,Mullin
mulliji01,Jim,Mullen
mullijo01,John,Mulligan
mullijo02,Joe,Mulligan
mullipa01,Pat,Mullin
mullira01,Rance,Mulliniks
mullise01,Sean,Mulligan
mulredo01,Dominic,Mulrenan
mulrofr01,Frank,Mulroney
mulvejo01,Joe,Mulvey
mulveke01,Kevin,Mulvey
mumphje01,Jerry,Mumphrey
muncejo01,John,Munce
munchja01,Jake,Munch
muncrbo01,Bob,Muncrief
muncyma01,Max,Muncy
mundige01,George,Mundinger
mundybi01,Bill,Mundy
mungere01,Red,Munger
mungova01,Van,Mungo
munizca01,Carlos,Muniz
munizma01,Manny,Muniz
munnho01,Horatio,Munn
munnisc01,Scott,Munninghoff
munnsle01,Les,Munns
munoda01,Daniel,Muno
munozar01,Arnie,Munoz
munozbo01,Bobby,Munoz
munozjo01,Jose,Munoz
munozmi01,Mike,Munoz
munozno01,Noe,Munoz
munozos01,Oscar,Munoz
munozpe01,Pedro,Munoz
munrope01,Peter,Munro
munsoer01,Eric,Munson
munsojo01,Joe,Munson
munsore01,Red,Munson
munsoth01,Thurman,Munson
muntesc01,Scott,Munter
munyajo01,John,Munyan
murakma01,Masanori,Murakami
murast01,Steve,Mura
muratto01,Toru,Murata
murcebo01,Bobby,Murcer
murchsi01,Simmy,Murch
murchti01,Tim,Murchison
murdowi01,Wilbur,Murdoch
murffre01,Red,Murff
murnati01,Tim,Murnane
murph01,NA,Murphy
murphbi01,Billy,Murphy
murphbi02,Bill,Murphy
murphbo01,Bob,Murphy
murphbu01,Buzz,Murphy
murphcl01,Clarence,Murphy
murphco01,Con,Murphy
murphco02,Connie,Murphy
murphda01,Danny,Murphy
murphda02,Danny,Murphy
murphda03,Dave,Murphy
murphda04,Danny,Murphy
murphda05,Dale,Murphy
murphda06,Dan,Murphy
murphda07,David,Murphy
murphda08,Daniel,Murphy
murphdi01,Dick,Murphy
murphdo01,Donnie,Murphy
murphdu01,Dummy,Murphy
murphdw01,Dwayne,Murphy
murphed01,Ed,Murphy
murphed02,Eddie,Murphy
murphed03,Ed,Murphy
murphfr01,Frank,Murphy
murphho01,Howard,Murphy
murphjo01,John,Murphy
murphjo02,Joe,Murphy
murphjo03,John,Murphy
murphjo04,Johnny,Murphy
murphjr01,J. R.,Murphy
murphla01,Larry,Murphy
murphle01,Leo,Murphy
murphmi01,Mike,Murphy
murphmo01,Morgan,Murphy
murphpa01,Pat,Murphy
murphpa99,Pat,Murphy
murphro01,Rob,Murphy
murphto01,Tony,Murphy
murphto02,Tom,Murphy
murphto03,Tommy,Murphy
murphto04,Tom,Murphy
murphwa01,Walter,Murphy
murphwi01,Willie,Murphy
murphya01,Yale,Murphy
murraaj01,A. J.,Murray
murraam01,Amby,Murray
murrabi01,Bill,Murray
murrabi99,Billy,Murray
murrabo01,Bobby,Murray
murraca01,Calvin,Murray
murraco01,Colton,Murray
murrada01,Dale,Murray
murrada02,Dan,Murray
murraed01,Ed,Murray
murraed02,Eddie,Murray
murrage01,George,Murray
murragl01,Glenn,Murray
murrahe01,Heath,Murray
murraji01,Jim,Murray
murraji02,Jim,Murray
murrajo01,Joe,Murray
murrala01,Larry,Murray
murrama01,Matt,Murray
murrami01,Miah,Murray
murrapa01,Pat,Murray
murrara01,Ray,Murray
murrare01,Red,Murray
murrari01,Rich,Murray
murrato01,Tom,Murray
murrato02,Tony,Murray
murreiv01,Ivan,Murrell
murtada01,Danny,Murtaugh
murtoma01,Matt,Murton
muserto01,Tony,Muser
musgrde01,Dennis,Musgraves
musiast01,Stan,Musial
musseda01,Danny,Musser
musseje01,Jeff,Musselman
mussene01,Neal,Musser
mussepa01,Paul,Musser
mussero01,Ron,Musselman
mussiba01,Barney,Mussill
mussimi01,Mike,Mussina
mustaal01,Alex,Mustaikis
mutisje01,Jeff,Mutis
mutriji99,Jim,Mutrie
myattge01,George,Myatt
myattgl01,Glenn,Myatt
myerbu01,Buddy,Myer
myersal01,Al,Myers
myersbe01,Bert,Myers
myersbi01,Billy,Myers
myersbr01,Brett,Myers
myersel01,Elmer,Myers
myersge01,George,Myers
myersgr01,Greg,Myers
myersha01,Hap,Myers
myershe01,Henry,Myers
myershy01,Hi,Myers
myersji01,Jimmy,Myers
myersjo01,Joseph,Myers
myersly01,Lynn,Myers
myersmi01,Mike,Myers
myersra01,Randy,Myers
myersri01,Richie,Myers
myersro01,Rodney,Myers
myersro02,Rod,Myers
myerswi01,Wil,Myers
myettaa01,Aaron,Myette
myricbo01,Bob,Myrick
myrowbr01,Brian,Myrow
nabhoch01,Chris,Nabholz
naborja01,Jack,Nabors
nadyxa01,Xavier,Nady
naehrti01,Tim,Naehring
nagelbi01,Bill,Nagel
nagello01,Lou,Nagelsen
nagelru01,Russ,Nagelson
nageocl01,Clint,Nageotte
nagleju01,Judge,Nagle
nagleto01,Tom,Nagle
nagych01,Charles,Nagy
nagymi01,Mike,Nagy
nagyst01,Steve,Nagy
nahemsa01,Sam,Nahem
nahorbi01,Bill,Nahorodny
nakammi01,Micheal,Nakamura
nakamno01,Norihiro,Nakamura
naktepe01,Pete,Naktenis
nalewfr01,Frank,Naleway
nancedo01,Kid,Nance
nancesh01,Shane,Nance
napiebu01,Buddy,Napier
napleal01,Al,Naples
napolda01,Danny,Napoleon
napolmi01,Mike,Napoli
naragha01,Hal,Naragon
naranch01,Cholly,Naranjo
narlebi01,Bill,Narleski
narlera01,Ray,Narleski
narroje01,Jerry,Narron
narrosa01,Sam,Narron
narrosa02,Sam,Narron
narumbu01,Buster,Narum
narvech01,Chris,Narveson
nashbi01,Billy,Nash
nashco01,Cotton,Nash
nashji01,Jim,Nash
nashke01,Ken,Nash
nastuph01,Phil,Nastu
natalro01,Rob,Natal
nathajo01,Joe,Nathan
natiojo01,Joey,Nation
natonpe01,Pete,Naton
naultda01,Dan,Naulty
navada01,Daniel,Nava
navardi01,Dioner,Navarro
navaref01,Efren,Navarro
navarja01,Jaime,Navarro
navarju01,Julio,Navarro
navaros01,Oswaldo,Navarro
navarre01,Rey,Navarro
navarti01,Tito,Navarro
navarya01,Yamaico,Navarro
navasa01,Sandy,Nava
nayloea01,Earl,Naylor
nayloro01,Rollie,Naylor
naymimi01,Mike,Naymick
neaglde01,Denny,Neagle
neaglja01,Jack,Neagle
nealbl01,Blaine,Neal
nealch01,Charlie,Neal
nealegr01,Greasy,Neale
nealejo01,Joe,Neale
nealof01,Offa,Neal
nealoji01,Joe,Nealon
nealth01,Thomas,Neal
necciro01,Ron,Necciai
needhto01,Tom,Needham
neeltr01,Troy,Neel
neemaca01,Cal,Neeman
neffdo01,Doug,Neff
negraro01,Ron,Negray
negrokr01,Kristopher,Negron
neherji01,Jim,Neher
nehfar01,Art,Nehf
neibaga01,Gary,Neibauer
neidlji01,Jim,Neidlinger
neigeal01,Al,Neiger
neighbo01,Bob,Neighbors
neighcy01,Cy,Neighbors
neillmi01,Mike,Neill
neillto01,Tommy,Neill
neisbe01,Bernie,Neis
neitzer01,Ernie,Neitzke
nekolbo01,Bots,Nekola
nelsoan01,Andy,Nelson
nelsobi01,Bill,Nelson
nelsobr01,Bry,Nelson
nelsobr02,Brad,Nelson
nelsoca01,Candy,Nelson
nelsoch01,Chris,Nelson
nelsoda01,Dave,Nelson
nelsoem01,Emmett,Nelson
nelsoge01,Gene,Nelson
nelsoja01,Jamie,Nelson
nelsoje01,Jeff,Nelson
nelsoji01,Jim,Nelson
nelsoji02,Jimmy,Nelson
nelsojo01,Joe,Nelson
nelsojo02,John,Nelson
nelsolu01,Luke,Nelson
nelsoly01,Lynn,Nelson
nelsome01,Mel,Nelson
nelsora01,Ray,Nelson
nelsore01,Red,Nelson
nelsori01,Ricky,Nelson
nelsoro01,Rocky,Nelson
nelsoro02,Roger,Nelson
nelsoro03,Rob,Nelson
nelsote01,Tex,Nelson
nelsoto01,Tommy,Nelson
nendi01,Dick,Nen
nenro01,Robb,Nen
nerishe01,Hector,Neris
nesbian01,Angel,Nesbitt
neshepa01,Pat,Neshek
nessja01,Jack,Ness
nettlgr01,Graig,Nettles
nettlji01,Jim,Nettles
nettlmo01,Morris,Nettles
netzemi01,Milo,Netzel
neubaha01,Hal,Neubauer
neuerte01,Tacks,Neuer
neugeni01,Nick,Neugebauer
neumeda01,Dan,Neumeier
neumi01,Michael,Neu
neunjo01,Johnny,Neun
neuot01,Otto,Neu
neveler01,Ernie,Nevel
neverer01,Ernie,Nevers
nevinal01,Al,Nevin
nevinph01,Phil,Nevin
newcodo01,Don,Newcombe
neweljo01,John,Newell
newelte01,George,Newell
newelto01,Tom,Newell
newfima01,Marc,Newfield
newhada01,David,Newhan
newhado01,Don,Newhauser
newhoha01,Hal,Newhouser
newkifl01,Floyd,Newkirk
newkijo01,Joel,Newkirk
newlima01,Maury,Newlin
newmaal01,Al,Newman
newmaal02,Alan,Newman
newmach01,Charlie,Newman
newmafr01,Fred,Newman
newmaje01,Jeff,Newman
newmajo01,Josh,Newman
newmara01,Ray,Newman
newnapa01,Pat,Newnam
newsobo01,Bobo,Newsom
newsodi01,Dick,Newsome
newsosk01,Skeeter,Newsome
newsowa01,Warren,Newson
newtodo01,Doc,Newton
niarhgu01,Gus,Niarhos
nicasju01,Juan,Nicasio
nichoal01,Al,Nichols
nichoar01,Art,Nichols
nichobi01,Bill,Nicholson
nichoca01,Carl,Nichols
nichoch01,Chet,Nichols
nichoch02,Chet,Nichols
nichoda01,Dave,Nicholson
nichodo01,Don,Nicholas
nichodo02,Dolan,Nichols
nichofr01,Frank,Nicholson
nichofr02,Fred,Nicholson
nichoke01,Kevin,Nicholson
nichoki01,Kid,Nichols
nichoov01,Ovid,Nicholson
nichopa01,Parson,Nicholson
nichore01,Reid,Nichols
nichoro01,Roy,Nichols
nichoro02,Rod,Nichols
nichosa01,Sam,Nicholl
nichosi01,Simon,Nicholls
nichotr01,Tricky,Nichols
nichtch01,Chris,Nichting
nickemi01,Mike,Nickeas
nickldo01,Doug,Nickle
nicolge01,George,Nicol
nicolhu01,Hugh,Nicol
nicolju01,Justin,Nicolino
nicosst01,Steve,Nicosia
niebech01,Charlie,Niebergall
niedda01,David,Nied
niedeto01,Tom,Niedenfuer
niehaal01,Al,Niehaus
niehadi01,Dick,Niehaus
niehobe01,Bert,Niehoff
niekrjo01,Joe,Niekro
niekrla01,Lance,Niekro
niekrph01,Phil,Niekro
nielsje01,Jerry,Nielsen
nielsmi01,Milt,Nielsen
nielssc01,Scott,Nielsen
niemabo01,Bob,Nieman
niemabu01,Butch,Nieman
niemaje01,Jeff,Niemann
niemara01,Randy,Niemann
niemeja01,Jack,Niemes
niemial01,Al,Niemiec
niesejo01,Jonathon,Niese
niesoch01,Chuck,Nieson
nietoad01,Adrian,Nieto
nietoto01,Tom,Nieto
nieuwki01,Kirk,Nieuwenhuis
nievefe01,Fernando,Nieve
nievejo01,Jose,Nieves
nieveju01,Juan,Nieves
nieveme01,Melvin,Nieves
nievewi01,Wil,Nieves
nifu01,Fu-Te,Ni
niggejo01,Johnny,Niggeling
nilanto01,Tom,Niland
nilesbi01,Bill,Niles
nilesha01,Harry,Niles
nillra01,Rabbit,Nill
nilssda01,Dave,Nilsson
nippeal01,Al,Nipper
nippedu01,Dustin,Nippert
nippeme01,Merlin,Nippert
nischro01,Ron,Nischwitz
nishits01,Tsuyoshi,Nishioka
nitchot01,Otho,Nitcholas
nitkocj01,C. J.,Nitkowski
nivarra01,Ramon,Nivar
nixja01,Jayson,Nix
nixla01,Laynce,Nix
nixonal01,Al,Nixon
nixondo01,Donell,Nixon
nixonot01,Otis,Nixon
nixonru01,Russ,Nixon
nixontr01,Trot,Nixon
nixonwi01,Willard,Nixon
noblera01,Ray,Noble
noboaju01,Junior,Noboa
nocepa01,Paul,Noce
noelri01,Rico,Noel
noesihe01,Hector,Noesi
noftsge01,George,Noftsker
nokesma01,Matt,Nokes
nolaaa01,Aaron,Nola
nolanga01,Gary,Nolan
nolanjo01,Joe,Nolan
nolanth01,The Only,Nolan
nolasri01,Ricky,Nolasco
nolddi01,Dick,Nold
nolesdi01,Dickie,Noles
nolinse01,Sean,Nolin
nolteer01,Eric,Nolte
nomohi01,Hideo,Nomo
nomurta01,Takahito,Nomura
nonnere01,Red,Nonnenkamp
noonani01,Nick,Noonan
noonape01,Pete,Noonan
nopsje01,Jerry,Nops
norbejo01,Jordan,Norberto
nordbti01,Tim,Nordbrook
nordhwa01,Wayne,Nordhagen
nordylo01,Lou,Nordyke
norenir01,Irv,Noren
noriejo01,John,Noriega
normabi01,Bill,Norman
normada01,Dan,Norman
normafr01,Fred,Norman
normale01,Les,Norman
normane01,Nelson,Norman
norribu01,Bud,Norris
norrida01,Daniel,Norris
norride01,Derek,Norris
norriji01,Jim,Norris
norrile01,Leo,Norris
norrimi01,Mike,Norris
northbi01,Bill,North
northhu01,Hub,Northen
northja01,Jake,Northrop
northji01,Jim,Northrup
northlo01,Lou,North
northro01,Ron,Northey
northsc01,Scott,Northey
nortoef01,Effie,Norton
nortofr01,Frank,Norton
nortogr01,Greg,Norton
nortoph01,Phil,Norton
nortoto01,Tom,Norton
norwowi01,Willie,Norwood
nosekra01,Randy,Nosek
nossejo01,Joe,Nossek
nottedo01,Don,Nottebart
noursch01,Chet,Nourse
novaiv01,Ivan,Nova
noviklo01,Lou,Novikoff
novoara01,Rafael,Novoa
novoaro01,Roberto,Novoa
novotru01,Rube,Novotney
noyeswi01,Win,Noyes
nunamle01,Les,Nunamaker
nunezab01,Abraham,Nunez
nunezab02,Abraham,Nunez
nunezed01,Ed,Nunez
nunezed02,Eduardo,Nunez
nunezfr01,Franklin,Nunez
nunezjh01,Jhonny,Nunez
nunezjo01,Jose,Nunez
nunezjo02,Jose,Nunez
nunezle01,Juan Carlos,Oviedo
nunezvl01,Vladimir,Nunez
nunnajo01,Jon,Nunnally
nunnata01,Talmadge,Nunnari
nunnho01,Howie,Nunn
nunovi01,Vidal,Nuno
nuszem01,William,Nusz
nuttedi01,Dizzy,Nutter
nuxhajo01,Joe,Nuxhall
nycech01,Charlie,Nyce
nyeri01,Rich,Nye
nyery01,Ryan,Nye
nymanch01,Chris,Nyman
nymanje01,Jerry,Nyman
nymanny01,Nyls,Nyman
oakesre01,Rebel,Oakes
oanapr01,Prince,Oana
oatesjo01,Johnny,Oates
obandsh01,Sherman,Obando
oberbhe01,Henry,Oberbeck
obergsc01,Scott,Oberg
oberhbr01,Brett,Oberholtzer
oberkke01,Ken,Oberkfell
oberldo01,Doc,Oberlander
oberlfr01,Frank,Oberlin
obermwe01,Wes,Obermueller
oberrmi01,Mike,O'Berry
obradji01,Jim,Obradovich
obriebi01,Billy,O'Brien
obriebo01,Bob,O'Brien
obriebu01,Buck,O'Brien
obriech01,Charlie,O'Brien
obrieda01,Darby,O'Brien
obrieda02,Cinders,O'Brien
obrieda03,Dan,O'Brien
obriedi01,Dink,O'Brien
obrieed01,Eddie,O'Brien
obriege01,George,O'Brien
obrieja01,Jack,O'Brien
obrieja02,Jack,O'Brien
obriejo01,John,O'Brien
obriejo02,John,O'Brien
obriejo03,Johnny,O'Brien
obriepe01,Pete,O'Brien
obriepe02,Pete,O'Brien
obriepe03,Pete,O'Brien
obriepe04,Peter,O'Brien
obriera01,Ray,O'Brien
obriesy01,Syd,O'Brien
obrieto01,Tom,O'Brien
obrieto02,Tom,O'Brien
obrieto03,Tommy,O'Brien
ochoaal01,Alex,Ochoa
ochoaiv01,Ivan,Ochoa
ockeywa01,Walter,Ockey
ockwh01,Whitey,Ock
oconnan01,Andy,O'Connor
oconnbr01,Brian,O'Connor
oconnda01,Dan,O'Connor
oconnda02,Danny,O'Connell
oconnfr01,Frank,O'Connor
oconnja01,Jack,O'Connor
oconnja02,Jack,O'Connor
oconnji01,Jimmy,O'Connell
oconnjo01,John,O'Connell
oconnjo02,Johnny,O'Connor
oconnjo03,John,O'Connell
oconnmi01,Mike,O'Connor
oconnpa01,Pat,O'Connell
